Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Owens Corning","OC","9500.23","25.91","1.97","NYSE","12","Construction","Building Products - Miscellaneous","10.93","10.25","12.6","8.33","10.29","9.65","1.79","5.23","1.97",".97","20230726","26.06","8.36","9223.89355","9761","2350","1723","13.54","12.46","38.59099",".62323","1.86","1.06","992325","106.81","74.31","1.41","23.6","2.08","3556","2104","2992","90.11"
"OCADO GROUP","OCDDY","5186.13","","0","OTC","11","Retail-Wholesale","Internet - Commerce","-.32","-.8","-1.09","","","","","327.21","2.57","","","","","3441.60009","3110.04","156.61099","-171.47501","","","","","","","36224","24.12","8.65","2.07","-18.29","0","2594.55004","642.68499","2446.0581","413.24"
"Old Dominion Freight Line","ODFL","34696.98","-4.09",".51","NSDQ","12","Transportation","Transportation - Truck","12.94","11.19","11.91","25.95","28.2","24.39","3.37","21.09","9.26","5.59","20230726","37.55","11.6","6001.9082","6260.08","2118.97802","1842.91198","21.96","21.96","2.08979",".02134","1.57","1.76","726384","371.41","232.1","1.07","11.2","1.6","933.73999","529.79302","79.96299","109.95"
"OGE Energy","OGE","7374.58","16.96","4.5","NYSE","12","Utilities","Utility - Electric Power","2.13","2.02","2.13","11.12","18.23","17.31","1.02","6.54","1.67","2.18","20230504","15.33","10.36","","3375.7","1420.5","959.59997","19.72","19.72","44.56999",".80407",".74",".58","1055689","42.78","33.76",".73","-6.9","1.66","1340.80004","1802.19995","3548.69995","200.29"
"Organon & Co.","OGN","6136.78","-4.71","4.66","NYSE","12","Medical","Medical Services","4.59","4.26","5.1","4.78","5.65","5.24","1.01","4.09","",".99","20230504","-118.21","","6265.72509","6174","1756","1544","14.85","20.8","","-9.98319","1.56","1.17","1316772","38.9","21.42",".77","-13.86","1.12","3931","2512","8905","255.06"
"ONE Gas","OGS","4337.52","-.54","3.32","NYSE","12","Utilities","Utility - Gas Distribution","4.28","4.14","4.06","19.1","18.93","18.31","3.79","9.42","1.64","1.64","20230807","8.9","7.67","2428.29199","2578","574.25299","345.77398","8.54","8.54","41.43",".70736",".51",".8","349315","88.63","70.03",".68","3.42","2.6","1217.60803","1189.41894","2661.74291","55.39"
"Omega Healthcare Investors","OHI","6219.63","13.79","10.1","NYSE","12","Finance","REIT and Equity Trust - Other","2.85","2.69","3","9.12","9.88","9.3","","8.1","1.63","7.34","20230807","7.04","2.82","946.96899","878.24","1009.46697","669.385","32.26","32.26","58.15999","1.39007","5.01","5.01","1753473","33.56","25.13","1.01","-5.04","2.68","1576.88403","315.04699","5286.83398","234.35"
"OI Glass","OI","3433.11","55.42","0","NYSE","12","Industrial Products","Glass Products","3.05","3.02","2.25","7.3","7.32","7.26",".53","4.13","1.82",".49","20230801","31.48","-.74","7194.27685","6856","1509","1044","10.04","6.89","70.08999","2.3434","1.22",".74","1019620","23.44","12.05","1.36","33.43","0","2603","2357","4371","155.27"
"ONEOK","OKE","28072.37","13.04","6.09","NYSE","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","4.76","5.19","3.78","11.84","12.08","13.19","1.59","11.95","4.32","1.31","20230814","37.73","12.02","21006.94335","22386.89","3551.7229","2925.59106","11.09","11.09","66.16","1.95504",".83",".64","1689176","70.93","50.58","1.68","-4.51","3.82","2547.7749","3051.62695","12695.83007","447.44"
"Okta","OKTA","15952.63","200","0","NSDQ","1","Computer and Technology","Internet - Software and Services","1.16",".76","-.27","","92.23","60.4","3.69","","2.92","8.59","20230531","-12.53","47.9","2166.57006","1858","-586","-790","-43.87","-36.76","28.63299",".4012","2.2","2.2","1940877","123.97","45.02","1.15","2.85","0","3229","1465","2193","226.99"
"Oriental Land","OLCLY","63882.18","","0","OTC","3","Consumer Discretionary","Hotels and Motels",".61",".53",".37","113.32","66.28","57.59","","138.21","11.36","19.25","20230727","8.44","-16.06","4484.83984","3575.88","500.68798","108.17099","15.57","15.46","23.23399",".30266","3.26","","19430","36.92","25.72",".27","21.94","0","2415.54907","758.69799","2112.86889","1818.45"
"Universal Display","OLED","6199.54","46.24","1.07","NSDQ","12","Computer and Technology","Electronics - Miscellaneous Components","4.63","3.75","3.97","29.77","34.93","28.29","2.24","25.16","4.85","10.05","20230503","17.56","19.82","573.64202","616.62","304.04299","268.23001","34.07","34.07","0","0","6.63","5.28","356366","155.13","89.97","1.4","21.23","1.4","899.45001","135.697","0","47.33"
"Ollie's Bargain Outlet","OLLI","4119.51","5","0","NSDQ","1","Consumer Staples","Consumer Products - Staples","2.89","2.57","1.58","40.8","25.91","22.99","1.19","31.65","3.04","2.25","20230614","7.69","11.51","2042.927","1827.01","159.863","130.91799","5.63","5.57",".06295",".00062","2.91","1.09","908245","71.17","42.01",".97","41.97","0","754.29602","259.285",".85799","61.95"
"Olin","OLN","7026.1","-9.38","1.47","NYSE","12","Basic Materials","Chemical - Diversified ","7.38","5.37","8.83","7.22","10.12","7.37",".99","3.87","2.77",".8","20230727","42.24","9.68","8044.10888","9376.2","2418.69995","1819.90002","12.45","12.45","52.16999","1.09074","1.6",".78","1366244","66.92","42.21","1.44","2.66",".8","2156.3999","1561.40002","2571","129.27"
"Grupo Aeroportuario del Centro Norte","OMAB","3787.06","27.84","3.97","NSDQ","12","Transportation","Transportation - Services","4.54","4.28","3.69","19.49","20.58","19.4","6.86","16.85","8.62","5.74","20230725","55.32","5.85","","593.72","336.87298","309.47799","32.68","32.68","56.944","1.32257","2","","98742","90.22","47.09","1.34","42.42","3.49","277.996","261.37298","380.65798","43"
"Omnicom Group","OMC","18163.82","13.04","3.08","NYSE","12","Business Services","Advertising and Marketing","7.65","7.35","6.65","12.82","12.39","11.89","2.63","11.19","5","1.27","20230718","41.72","-1.85","14615.74316","14289.1","2378.80004","2154","9.57","10.2","62.18399","1.54477",".96",".89","1638110","96.14","61.92",".83","11.61","2.8","14613","15052.7998","5577.20019","199.51"
"OneMain","OMF","4461.73","-8.18","10.81","NYSE","12","Finance","Financial - Consumer Loans","7.59","6.06","7.24","5.78","6.1","4.88","","3.86","1.45","1","20230726","25.93","4.33","3573.64501","4435","1425","1163","17.03","17.75","85.526","5.90912","","","851561","49.54","29.07","1.69","11.08","4","17424","0","18281","120.59"
"Omron","OMRNY","12145.77","14.1",".98","OTC","3","Computer and Technology","Electronics - Miscellaneous Components","2.78","2.44","2.66","21.57","24.14","21.18","11.02","16.1","2.34","1.88","20230725","10.2","","6564.95019","6484.39","979.721","771.755","8.38","8.38","","","2.43","","5755","60.95","44.5","1.17","22.08",".57","4297.854","1883.88098","0","206.24"
"OMV","OMVJF","15449.56","68","0","OTC","12","Oils-Energy","Oil and Gas - Integrated - International","9.43","9.64","14.84","3.4","4.9","5.01","","2.08",".55",".26","20230727","16.33","23.63","36732.33984","68296.73","14591.30175","11781.35058","6.09","7.54","21.721",".27748","1.65","1.29","42","52.9","38.43",".73","-9.81","0","23567.98046","14294.19042","7785.0498","326.98"
"ON Semiconductor","ON","34191.37","9.17","0","NSDQ","12","Computer and Technology","Semiconductor - Analog and Mixed","5.34","4.5","5.26","14.94","17.6","14.84","4.78","10.32","5.29","4.1","20230807","39.27","7.33","7844.54785","8326.2","3425.30004","2457.10009","21.98","27.97","28.375",".39616","2.22","2","5890469","86.88","46.84","1.74","26.94","0","5729.3999","2061.3999","3045.69995","431.87"
"Old National Bancorp","ONB","3669.27","3.85","4.47","NSDQ","12","Finance","Banks - Midwest","1.89","2.06","1.97","6.06","6.09","6.64","","6.39",".7","1.73","20230725","12.59","14.79","1802.46704","1853.98","641.83697","621.906","28.42","29.3","52.04899","1.08546",".87",".86","1931540","19.79","12.54",".81","-30.26",".56","31803.33984","36850.78906","4572.02099","292.61"
"ONEX","ONEXF","3682.44","",".65","OTC","12","Finance","Financial - Investment Management","","","","15.5","","","","12.43",".45","2.24","20230512","2.85","","","442","300","234","","","29.715",".42278","32.7","32.7","15971","60.49","44.91","1.38","-5.28",".3","11673","357","3488","80.81"
"On Holding ","ONON","19795.4","-80","0","NYSE","12","Consumer Discretionary","Leisure and Recreation Products",".78",".54",".34","109.69","58.91","40.57","1.56","182.86","19.49","15.49","20230516","5.83","","1870.69201","1280.78","136.96099","88.33799","4.55","4.49","0","0","4.33","2.7","3930896","33.61","16","2.18","85.37","0","1101.86694","254.32499","0","622.3"
"Onto Innovation","ONTO","4000.82","17.16","0","NYSE","12","Computer and Technology","Nanotechnology","4.51","3.7","5.27","14.89","22.19","18.17","","11.98","2.55","3.98","20230504","17.82","35.28","808.54498","1005.18","306.246","241.58399","22.22","27.33","0","0","7.07","5.05","161583","89.43","59.04","1.46","20.52","0","1134.87194","160.55799","0","48.76"
"Option Care Health","OPCH","5793.56","18.18","0","NSDQ","12","Medical","Medical - Outpatient and Home Healthcare","1.08",".91",".79","38.83","35.42","29.98","2.65","26.61","4.23","1.47","20230504","11.51","54.57","4283.99707","3944.74","329.31201","259.574","3.82","3.82","43.29299",".76343","1.76","1.36","813656","35.14","25.99","1.14","7.11","0","994.33898","565.35101","1058.20397","179.76"
"Ono Pharmaceutical Co.","OPHLF","10326.1","","0","OTC","3","Medical","Medical - Drugs","1.75","2.01","1.89","13.76","9.99","11.51","","11.8","1.98","3.19","20230510","","","3606.25488","3218.82","1100.21899","942.50201","","","","","","","2377","27.76","20.08",".46","-13.46","0","2503.26708","586.74102","0","514.12"
"Osisko Gold Royalties","OR","3216.05","27.27",".93","NYSE","12","Basic Materials","Mining - Gold",".48",".44",".37","72.54","39.39","36.27","","18.25","2.4","17.5","20230511","2.83","-16.61","178.83999","167.54","144.51499","104.19699","-49.75","23.72","7.8481",".08516","5.87","5.87","914213","17.41","9.28",".78","44.24",".16","80.608","13.743","113.803","184.72"
"Ormat Technologies","ORA","4686.25","52.08",".57","NYSE","12","Oils-Energy","Alternative Energy - Other","2.5","1.88","1.35","51.25","44.34","33.42","4.43","16.09","2.32","6.38","20230509","4.6","-.69","838.13299","734.16","382.14401","183.352","8.97","12.54","44.66199",".80231","1.33","1.26","396942","100.93","69.44",".46","-3.4",".48","456.71701","343.91","1621.46398","56.1"
"Orange","ORAN","34192.06","","3.69","NYSE","12","Computer and Technology","Wireless Non-US ","1.33","1.25","1.07","","10.32","9.67","","2.77",".93","","","","","47366.20312","45809","13357.54101","4244.9541","","","47.80199",".91577",".92",".88","357552","13.08","8.86",".22","30.16",".47","28239.64062","30789.3496","33727.83984","2658.79"
"Owl Rock Capital","ORCC","4925.61","2.5","10.48","NYSE","12","Finance","Financial - Miscellaneous Services","1.69","1.76","1.41","8.94","7.17","7.46","","9.1",".84","4.1","20230510","9.55","37.93","1437.54504","1202","858.43103","870.06701","38.8","46.32","55.31499","1.23788","1.06","1.06","1288628","14.63","10.34",".93","9.09","1.32","447.90499","420.70599","7281.74414","390.92"
"Oracle","ORCL","255941.23","1.67","1.69","NYSE","5","Computer and Technology","Computer - Software","5.52","5.04","4.76","18.96","18.82","17.16","2.35","17.31","","5.34","20230612","-262.4","3.01","49857.00781","42440","13526","10404","17.46","23.12","","-45.1862",".82","1.62","6340675","96.47","61.07","1","15.98","1.6","31633","19511","72110","2699.8"
"Old Republic International","ORI","7550.16","22","3.85","NYSE","12","Finance","Insurance - Multi line","2.4","2.4","2.5","9.17","10.62","10.62","","9.18","1.19",".99","20230727","13.55","8.69","7168","8083.7","924.09997","924.09997","7.6","10.9","20.07299",".25114","1.25",".55","1397654","26.7","20.42",".8","5.51",".98","8902.60058","16279.70019","1597","296.32"
"Orion OYJ","ORINY","7412.37","","1.96","OTC","12","Medical","Medical - Drugs","","","","21.18","","","","17.72","7.75","5.31","20230721","37.95","3.37","","1412.7","513.94598","463.89999","24.76","24.76","17.812",".21671","3.19","2.04","1","28.05","18.2",".3","-6.38",".52","925.79797","290.16101","207.34899","282.27"
"Orkla Asa","ORKLY","7130.19","","2.69","OTC","12","Conglomerates","Diversified Operations","","","","12.49","","","","8.7","1.58","1.17","20230504","13.01","5.05","","6095.2","1060.078","809.09997","8.6","9.33","25.76099",".34699","1.19",".6","37336","8.88","6.39",".43","-.97",".19","2188.85009","1843.078","1563.39001","1001.43"
"O'Reilly Automotive","ORLY","57908.05","3.5","0","NSDQ","12","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","41.19","37.05","32.83","27.07","25.28","22.74","1.95","23.11","","3.91","20230726","-176.66","11.38","15466.17871","14409.86","3319.01196","2956.375","14.9","14.9","","-3.03239",".71",".1","341193","936.52","572.57",".88","10.96","0","5048.25878","7063.81689","4371.65283","61.83"
"Orient Overseas International","OROVY","13190.29","","34.24","OTC","12","Transportation","Transportation - Shipping","-8.35","6.65","72.35","","15.02","","","1.71","1","","","","","10635","16832.19","7906.98779","7337.25585","","","","","","","612","180.48","72.99","1.45","10.88","34.2","8451.84667","3296.37109","211.94099","132.07"
"Osram Licht","OSAGF","4805.06","","0","OTC","9","Computer and Technology","Electronics - Miscellaneous Products","","","","","","","","7.45","1.27","","20230502","","","","1518.81","790.06402","97.874","","","","","","","10","64.25","50.05","1.05","1.94","0","3854.80493","3630.75708","3157.89794","94.18"
"Oshkosh","OSK","5108.18","59","2.1","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","7.7","5.94","3.46","17","13.16","10.15",".37","14.87","1.57",".59","20230727","9.92",".4","8697.65332","8282","444.29998","329","2.9","3.52","15.48999",".18329","1.8","1.1","593943","106.02","70.29","1.38","-11.32","1.64","4532.10009","2428.60009","595","65.31"
"Open Text","OTEX","10188.95","14.1","2.58","NSDQ","6","Computer and Technology","Computer - Software","4.59","3.18","3.21","11.92","11.85","8.22","","7.63","2.47","2.88","20230504","19.33","6.19","4448.20019","3493.84","1183.26599","673.89099","9.01","21.96","55.75299","1.26005","2.31","1.56","431094","41.63","25.5","1.06","27.09",".97","2285.36694","1468.25805","4209.56689","270.48"
"Otis Worldwide","OTIS","35650.51","8.11","1.34","NYSE","12","Construction","Building Products - Miscellaneous","3.76","3.44","3.15","26.87","25.09","22.94","","23.33","","2.62","20230726","-28.04","3.09","14010.29882","13685","2222","2031","9.35","9.94","","-1.28299",".9",".81","1560238","86.93","63.8",".92","10.15","1.16","6143","6843","6098","413.29"
"Otter Tail","OTTR","3215.54","53.61","2.27","NSDQ","12","Utilities","Utility - Electric Power","3.37","3.85","6.6","11.78","20.04","22.89","","8.52","2.54","2.26","20230807","22.98","11.06","1272.09997","1460.21","486.14801","393.55099","19.28","19.28","39.464",".65192","1.73","1.29","162531","81.72","53.02",".52","31.39","1.75","452.75201","237.636","823.82098","41.69"
"OverseaChinese Banking","OVCHY","42244.59","","3.78","OTC","12","Finance","Banks - Foreign","2.37","2.33","2.03","","8.07","7.93","","10.55","1.07","","","","","10185.63476","9053.94","4763.625","4377.38378","","","","","","","12916","19.85","15.94",".69","4.01",".71","248993.70312","268978.40625","14969.58007","2247.05"
"Ovintiv","OVV","8256.45","-48","2.94","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","10.08","9.02","8.16","4.89","3.76","3.37",".13","2.9","1.09",".66","20230509","28.85","18.19","11070.52734","12464","4984","3871","29.18","14.32","29.238",".41318",".61",".61","2462397","61.96","33.35","2.78","-33.03","1","1695","2780","3177","243.12"
"Blue Owl Capital","OWL","15098.48","0","4.85","NYSE","12","Finance","Financial - Investment Management",".81",".69",".53","20.25","15.51","13.25",".45","14.86","2.69","11.02","20230504","13.14","","1750.86096","1369.77","269.69601","6.096","-.68","54.23","0","0",".65",".65","2891943","13.78","8.56","1.25","1.23",".52","2182.81494","3344.18896","0","1407.13"
"Occidental Petroleum","OXY","53922.83","-12.02","1.2","NYSE","12","Oils-Energy","Oil and Gas - Integrated - United States","6.59","5.81","9.6","6.44","10.34","9.11",".47","3.34","2.69","1.45","20230509","52.68","16.46","31130.37304","37095","22073","15147","35.87","25.74","39.534",".96786","1.15",".88","8495106","75.97","55.68","1.78","-4.68",".72","8886","7757","19670","898.11"
"Bank OZK","OZK","4177.28","-1.4","4.2","NSDQ","12","Finance","Banks - Northeast","5.62","5.78","4.52","6.75","5.76","5.92","","6.52",".94","2.67","20230720","13.95","2.06","1505.22399","1380.57","826.96997","750.78198","38.48","38.48","23.496",".33064","1.02","1","2317102","48.69","32.69","1.37","-16.88","1.4","21737.33007","21734.00976","1075.20397","125.44"
"Plains All American Pipeline","PAA","8674","-5.71","8.62","NSDQ","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","1.34","1.2","1.22","9.78","10.32","9.3","","4.22",".79",".15","20230505","9.81","11.17","90784","57342","2787","1822","1.72","1.82","35.353",".66047",".91",".79","2825967","13.41","9.59","1.7","5.61","1.07","5355","5891","7287","698.39"
"Pan American Silver","PAAS","3834.39","-200","2.86","NYSE","12","Basic Materials","Mining - Silver","1.06",".7",".12","202.22","26.11","17.1","","11.48","1.74","2.57","20230510",".74","19.03","2398.77294","1494.72","37.554","-278.482","-22.82","1.2","8.3092",".09062","2.11",".87","5016120","25.89","13.64","1.21","11.38",".52","804.38","380.83999","199.516","210.68"
